Name,Abbr Name,subcategory,Field,JIF5Years,Threshold
AUSTRAL ECOLOGY,AUSTRAL ECOL,ECOLOGY,Environmental Science,1.7,0.5
GEMS & GEMOLOGY,GEMS GEMOL,MINERALOGY,Geology,2.4,0.8
Genes & Genomics,GENES GENOM,GENETICS & HEREDITY,Biology,1.7,1.0
Information Security Journal,INF SECUR J,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,1.8,0.8
International Journal of E-Planning Research,INT J E-PLAN RES,REGIONAL & URBAN PLANNING,Environmental Science,1.5,0.5
JOURNAL OF AMBULATORY CARE MANAGEMENT,J AMBUL CARE MANAG,HEALTH CARE SCIENCES & SERVICES,Medicine,1.3,1.0
Journal of Electrical Engineering & Technology,J ELECTR ENG TECHNOL,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,1.4,1.5
JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,IMMUNOLOGY,Medicine,1.9,1.0
NETWORKS & SPATIAL ECONOMICS,NETW SPAT ECON,TRANSPORTATION SCIENCE & TECHNOLOGY,Engineering,2.1,1.5
Organogenesis,ORGANOGENESIS,"ENGINEERING, BIOMEDICAL",Engineering,2.5,1.5
Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,"ENGINEERING, BIOMEDICAL",Engineering,2.1,1.5
CHEMOECOLOGY,CHEMOECOLOGY,ECOLOGY,Environmental Science,2.0,0.5
CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,CURR THER RES CLIN E,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,1.8,1.0
Journal of Clinical Virology Plus,J CLIN VIROL PLUS,VIROLOGY,Biology,1.6,1.0
Journal of Geophysics and Engineering,J GEOPHYS ENG,GEOCHEMISTRY & GEOPHYSICS,Geology,1.9,0.8
JOURNAL OF INTERVENTIONAL CARDIOLOGY,J INTERV CARDIOL,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,1.9,1.0
Journal of Medical and Biological Engineering,J MED BIOL ENG,"ENGINEERING, BIOMEDICAL",Engineering,1.8,1.5
Journal of Property Investment & Finance,J PROP INVEST FINANC,"BUSINESS, FINANCE",Mathematics,1.5,0.7
Scientific Drilling,SCI DRILL,"GEOSCIENCES, MULTIDISCIPLINARY",Geology,1.2,0.8
Transplant Immunology,TRANSPL IMMUNOL,TRANSPLANTATION,Medicine,1.5,1.0
Accounting Perspectives,ACCOUNT PERSPECT,"BUSINESS, FINANCE",Mathematics,1.9,0.7
ACTA OPTICA SINICA,ACTA OPT SIN,OPTICS,Physics,1.1,1.0
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,CHINESE J GEOPHYS-CH,GEOCHEMISTRY & GEOPHYSICS,Geology,1.4,0.8
ELECTRICAL ENGINEERING,ELECTR ENG,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,1.7,1.5
Information and Computer Security,INF COMPUT SECUR,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,2.1,0.8
International Journal of Breast Cancer,INT J BREAST CANCER,ONCOLOGY,Medicine,1.9,1.0
International Journal of Population Data Science (IJPDS),INT J POPUL DATA SCI,"SOCIAL SCIENCES, INTERDISCIPLINARY",Mathematics,,0.7
Journal of Micro-Bio Robotics,J MICRO BIO ROBOT,ROBOTICS,Engineering,1.5,1.5
JOURNAL OF SENSORY STUDIES,J SENS STUD,FOOD SCIENCE & TECHNOLOGY,Chemistry,1.8,1.5
MethodsX,METHODSX,MULTIDISCIPLINARY SCIENCES,Mathematics,2.1,0.7
Middle East Fertility Society Journal,MIDDLE EAST FERTIL S,REPRODUCTIVE BIOLOGY,Biology,1.5,1.0
Revista Portuguesa de Cardiologia,REV PORT CARDIOL,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,1.5,1.0
WATER INTERNATIONAL,WATER INT,WATER RESOURCES,Environmental Science,2.6,0.5
Chinese Journal of Urban and Environmental Studies,CHIN J URBAN ENV STU,URBAN STUDIES,Environmental Science,1.2,0.5
ELECTROMAGNETIC BIOLOGY AND MEDICINE,ELECTROMAGN BIOL MED,BIOPHYSICS,Biology,1.8,1.0
ISIJ INTERNATIONAL,ISIJ INT,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,1.8,1.5
Journal of Ocean Engineering and Marine Energy,J OCEAN ENG MAR ENER,"ENGINEERING, OCEAN",Engineering,,1.5
Journal of Public Mental Health,J PUBLIC MENT HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,1.4,1.0
LICHENOLOGIST,LICHENOLOGIST,PLANT SCIENCES,Biology,1.3,1.0
NeuroSci,NEUROSCI-BASEL,NEUROSCIENCES,Biology,1.5,1.0
Team Performance Management,TEAM PERFORM MANAG,MANAGEMENT,Mathematics,2.1,0.7
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,WATER RESOURCES,Environmental Science,1.6,0.5
Archives of Endocrinology Metabolism,ARCH ENDOCRIN METAB,ENDOCRINOLOGY & METABOLISM,Medicine,1.8,1.0
Asia Pacific Allergy,ASIA PAC ALLERGY,ALLERGY,Medicine,1.7,1.0
INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,AUTOMATION & CONTROL SYSTEMS,Engineering,1.8,1.5
JOURNAL OF INVASIVE CARDIOLOGY,J INVASIVE CARDIOL,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,1.5,1.0
Journal of Neuroscience Psychology and Economics,J NEUROSCI PSYCHOL E,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,1.4,1.0
MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS,MICROSYST TECHNOL,"PHYSICS, APPLIED",Physics,1.6,1.0
AQUATIC MICROBIAL ECOLOGY,AQUAT MICROB ECOL,MICROBIOLOGY,Biology,1.4,1.0
ARCTIC ANTARCTIC AND ALPINE RESEARCH,ARCT ANTARCT ALP RES,"GEOGRAPHY, PHYSICAL",Geology,1.9,0.8
International Journal of Surgical Oncology,INT J SURG ONCOL,ONCOLOGY,Medicine,2.3,1.0
Journal for Specialists in Group Work,J SPEC GROUP WORK,"PSYCHOLOGY, CLINICAL",Medicine,1.6,1.0
Journal of Water Sanitation and Hygiene for Development,J WATER SANIT HYG DE,WATER RESOURCES,Environmental Science,1.6,0.5
Jurnal Tribologi,J TRIBOLOGI,"ENGINEERING, MECHANICAL",Engineering,1.2,1.5
MOLECULAR PHYSICS,MOL PHYS,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",Physics,1.6,1.0
NETWORKS,NETWORKS,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Mathematics,3.7,0.7
Qualitative Market Research,QUAL MARK RES,BUSINESS,Mathematics,2.1,0.7
Water Practice and Technology,WATER PRACT TECHNOL,WATER RESOURCES,Environmental Science,1.3,0.5
Canadian Geriatrics Journal,CAN GERIATR J,GERIATRICS & GERONTOLOGY,Medicine,2.7,1.0
Technology Innovation Management Review,TECHNOL INNOV MANAG,MANAGEMENT,Mathematics,2.9,0.7
TRANSPORTATION RESEARCH RECORD,TRANSPORT RES REC,TRANSPORTATION SCIENCE & TECHNOLOGY,Engineering,1.9,1.5
Collnet Journal of Scientometrics and Information Management,COLLNET J SCIENTOMET,INFORMATION SCIENCE & LIBRARY SCIENCE,Computer Science,1.4,0.8
Iranian Journal of Medical Sciences,IRAN J MED SCI,"MEDICINE, GENERAL & INTERNAL",Medicine,1.8,1.0
Journal of Advanced Concrete Technology,J ADV CONCR TECHNOL,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,2.1,1.5
Journal of Aging Research,J AGING RES,GERIATRICS & GERONTOLOGY,Medicine,3.1,1.0
Journal of Human Capital,J HUM CAPITAL,ECONOMICS,Mathematics,1.8,0.7
JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY,J PLANT BIOCHEM BIOT,PLANT SCIENCES,Biology,1.7,1.0
RADIO SCIENCE,RADIO SCI,TELECOMMUNICATIONS,Engineering,1.7,1.5
Revista Espanola de Medicina Nuclear e Imagen Molecular,REV ESP MED NUCL IMA,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",Medicine,1.2,1.0
Romanian Journal of Internal Medicine,ROM J INTERN MED,"MEDICINE, GENERAL & INTERNAL",Medicine,1.7,1.0
Statistica,STATISTICA,STATISTICS & PROBABILITY,Mathematics,1.7,0.7
Visitor Studies,VISIT STUD,"HOSPITALITY, LEISURE, SPORT & TOURISM",Environmental Science,2.3,0.5
CHINESE JOURNAL OF ELECTRONICS,CHINESE J ELECTRON,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,1.1,1.5
IET Energy Systems Integration,IET ENERG SYST INTEG,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,2.0,1.5
International Journal of Innovation and Technology Management,INT J INNOV TECHNOL,MANAGEMENT,Mathematics,2.2,0.7
International Journal of Intelligent Engineering Informatics,INT J INTELL ENG INF,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",Computer Science,1.3,0.8
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,MATER CORROS,METALLURGY & METALLURGICAL ENGINEERING,Materials Science,1.8,1.5
Toxicology and Environmental Health Sciences,TOXICOL ENV HEALTH,TOXICOLOGY,Medicine,,1.0
Communicable Diseases Intelligence,COMMUN DIS INTELL,INFECTIOUS DISEASES,Medicine,1.5,1.0
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,ECHOCARDIOGR-J CARD,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,1.7,1.0
International Journal of Food Engineering,INT J FOOD ENG,FOOD SCIENCE & TECHNOLOGY,Chemistry,2.0,1.5
International Maritime Health,INT MARIT HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Medicine,1.5,1.0
Iranian Journal of Biotechnology,IRAN J BIOTECHNOL,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Biology,1.8,1.0
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,J IRRIG DRAIN ENG,WATER RESOURCES,Environmental Science,1.8,0.5
Sensor Review,SENSOR REV,INSTRUMENTS & INSTRUMENTATION,Engineering,1.6,1.5
Australian Journal of Civil Engineering,AUST J CIV ENG,"ENGINEERING, CIVIL",Engineering,1.8,1.5
Canadian Pharmacists Journal,CAN PHARM J,PHARMACOLOGY & PHARMACY,Medicine,2.0,1.0
Central European Business Review,CENT EUR BUS REV,BUSINESS,Mathematics,1.5,0.7
JOURNAL OF ENVIRONMENTAL ENGINEERING,J ENVIRON ENG,ENVIRONMENTAL SCIENCES,Environmental Science,1.8,0.5
Journal of Oleo Science,J OLEO SCI,FOOD SCIENCE & TECHNOLOGY,Chemistry,1.8,1.5
Journal of Superconductivity and Novel Magnetism,J SUPERCOND NOV MAGN,"PHYSICS, CONDENSED MATTER",Physics,1.6,1.0
Biophysics and Physicobiology,BIOPHYS PHYSICOBIOL,BIOPHYSICS,Biology,1.4,1.0
Electrical Engineering & Electromechanics,ELECTR ENG ELECTROME,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,0.9,1.5
Journal of Gastrointestinal Cancer,J GASTROINTEST CANC,ONCOLOGY,Medicine,1.4,1.0
Organization Technology and Management in Construction,ORGAN TECHNOL MANAG,MANAGEMENT,Mathematics,1.7,0.7
SOIL & SEDIMENT CONTAMINATION,SOIL SEDIMENT CONTAM,ENVIRONMENTAL SCIENCES,Environmental Science,2.4,0.5
Advances in Astronomy,ADV ASTRON,ASTRONOMY & ASTROPHYSICS,Physics,1.3,1.0
Aerosol Science and Engineering,AEROSOL SCI ENG,ENVIRONMENTAL SCIENCES,Environmental Science,1.6,0.5
AIMS Environmental Science,AIMS ENVIRON SCI,ENVIRONMENTAL SCIENCES,Environmental Science,1.7,0.5
Future Cardiology,FUTUR CARDIOL,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,1.6,1.0
GROWTH HORMONE & IGF RESEARCH,GROWTH HORM IGF RES,ENDOCRINOLOGY & METABOLISM,Medicine,1.7,1.0
Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,ITAL J AGROMETEOROL,METEOROLOGY & ATMOSPHERIC SCIENCES,Environmental Science,1.2,0.5
Journal of Vascular Access,J VASC ACCESS,PERIPHERAL VASCULAR DISEASE,Medicine,1.9,1.0
MICROELECTRONICS RELIABILITY,MICROELECTRON RELIAB,"PHYSICS, APPLIED",Physics,1.6,1.0
Preventive Nutrition and Food Science,PREV NUTR FOOD SCI,NUTRITION & DIETETICS,Medicine,,1.0
Systems Engineering,SYSTEMS ENG,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Mathematics,2.0,0.7
ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,CELL BIOLOGY,Biology,1.8,1.0
Nitrogen,NITROGEN-BASEL,ENVIRONMENTAL SCIENCES,Environmental Science,1.6,0.5
BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,CELL BIOLOGY,Biology,2.0,1.0
Journal of Economics,J ECON,ECONOMICS,Mathematics,1.4,0.7
JOURNAL OF THE CHINESE CHEMICAL SOCIETY,J CHIN CHEM SOC-TAIP,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,1.7,1.5
Transactions on Electrical and Electronic Materials,TRANS ELECTR ELECTRO,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,1.6,1.5
Bioelectricity,BIOELECTRICITY,ELECTROCHEMISTRY,Chemistry,2.4,1.5
CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,"ENGINEERING, CHEMICAL",Engineering,2.0,1.5
THEORETICAL CHEMISTRY ACCOUNTS,THEOR CHEM ACC,"CHEMISTRY, PHYSICAL",Chemistry,1.7,1.5
EUROPEAN PHYSICAL JOURNAL B,EUR PHYS J B,"PHYSICS, CONDENSED MATTER",Physics,1.3,1.0
Reports of Biochemistry and Molecular Biology,REP BIOCHEM MOL BIOL,BIOCHEMISTRY & MOLECULAR BIOLOGY,Biology,1.8,1.0
SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,S AFR J HIV MED,VIROLOGY,Biology,1.9,1.0
HIGH TEMPERATURE MATERIALS AND PROCESSES,HIGH TEMP MAT PR-ISR,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,1.4,1.5
SOFT MATERIALS,SOFT MATER,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,1.7,1.5
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,CHEM BIOCHEM ENG Q,"ENGINEERING, CHEMICAL",Engineering,1.6,1.5
International Journal of Mycobacteriology,INT J MYCOBACT,MICROBIOLOGY,Biology,1.3,1.0
JOURNAL OF THE CHILEAN CHEMICAL SOCIETY,J CHIL CHEM SOC,"CHEMISTRY, MULTIDISCIPLINARY",Chemistry,1.6,1.5
Manufacturing Technology,MANUF TECHNOL,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,,1.5
SURFACE AND INTERFACE ANALYSIS,SURF INTERFACE ANAL,"CHEMISTRY, PHYSICAL",Chemistry,1.5,1.5
Surface Science Spectra,SURF SCI SPECTRA,"PHYSICS, CONDENSED MATTER",Physics,1.7,1.0
Geomatik,GEOMATIK,REMOTE SENSING,Engineering,,1.5
JOURNAL OF SURFACTANTS AND DETERGENTS,J SURFACTANTS DETERG,"ENGINEERING, CHEMICAL",Engineering,1.7,1.5
Tribology-Materials Surfaces & Interfaces,TRIBOL-MATER SURF IN,"MATERIALS SCIENCE, COATINGS & FILMS",Materials Science,1.8,1.5
Biosurface and Biotribology,BIOSURF BIOTRIBOL,"MATERIALS SCIENCE, BIOMATERIALS",Materials Science,,1.5
POLYMER SCIENCE SERIES C,POLYM SCI SER C+,POLYMER SCIENCE,Materials Science,1.4,1.5
Wireless Power Transfer,WIREL POWER TRANSF,ENERGY & FUELS,Engineering,1.0,1.5
International Journal of RF Technologies-Research and Applications,INT J RF TECHNOL-RES,"COMPUTER SCIENCE, INFORMATION SYSTEMS",Computer Science,0.6,0.8
LIBRARY JOURNAL,LIBR J,INFORMATION SCIENCE & LIBRARY SCIENCE,Computer Science,3.7,0.8
Theory and Practice of Legislation,THEORY PRACT LEGIS,LAW,Mathematics,1.9,0.7
Nan Nu-Men Women and Gender in China,NAN NU,ASIAN STUDIES,Environmental Science,1.6,0.5
Empirical Studies of the Arts,EMPIR STUD ARTS,"PSYCHOLOGY, MULTIDISCIPLINARY",Medicine,1.6,1.0
Nations and Nationalism,NATIONS NATL,SOCIOLOGY,Mathematics,1.9,0.7
Journal of Asian Public Policy,J ASIAN PUBLIC POLIC,AREA STUDIES,Environmental Science,1.9,0.5
Cliometrica,CLIOMETRICA,HISTORY OF SOCIAL SCIENCES,Mathematics,1.7,0.7
REVIEW OF RELIGIOUS RESEARCH,REV RELIG RES,SOCIOLOGY,Mathematics,1.4,0.7
Morphology,MORPHOLOGY,LANGUAGE & LINGUISTICS,Computer Science,1.7,0.8
German Law Journal,GERMAN LAW J,LAW,Mathematics,,0.7
International Journal of Cultural Studies,INT J CULTURAL STUD,CULTURAL STUDIES,Environmental Science,2.1,0.5
JOURNAL OF CONTEMPORARY PSYCHOTHERAPY,J CONTEMP PSYCHOTHER,"PSYCHOLOGY, CLINICAL",Medicine,1.8,1.0
Education for Primary Care,EDUC PRIM CARE,PRIMARY HEALTH CARE,Medicine,1.2,1.0
JOURNAL OF FIELD ARCHAEOLOGY,J FIELD ARCHAEOL,ARCHAEOLOGY,Geology,2.1,0.8
ENGINEERING COMPUTATIONS,ENG COMPUTATION,MECHANICS,Physics,1.5,1.0
Russian Journal of Linguistics,RUSS J LINGUIST,LANGUAGE & LINGUISTICS,Computer Science,1.4,0.8
MODERN LAW REVIEW,MOD LAW REV,LAW,Mathematics,1.7,0.7
Language Awareness,LANG AWARE,LINGUISTICS,Computer Science,2.0,0.8
ADVANCES IN MATHEMATICS,ADV MATH,MATHEMATICS,Mathematics,1.7,0.7
Journal of Archaeological Science-Reports,J ARCHAEOL SCI-REP,ARCHAEOLOGY,Geology,1.6,0.8
PROCEEDINGS OF THE LONDON MATHEMATICAL SOCIETY,P LOND MATH SOC,MATHEMATICS,Mathematics,1.5,0.7
Cambridge Law Journal,CAMB LAW J,LAW,Mathematics,1.5,0.7
JOURNAL OF AVIAN BIOLOGY,J AVIAN BIOL,ORNITHOLOGY,Biology,2.0,1.0
Youth Violence and Juvenile Justice,YOUTH VIOLENCE JUV J,CRIMINOLOGY & PENOLOGY,Mathematics,2.6,0.7
INDIANA LAW JOURNAL,INDIANA LAW J,LAW,Mathematics,1.4,0.7
Journal of International Criminal Justice,J INT CRIM JUSTICE,LAW,Mathematics,1.1,0.7
Dissertationes Mathematicae,DISS MATH,MATHEMATICS,Mathematics,1.4,0.7
JOURNAL OF POLITICAL ECONOMY,J POLIT ECON,ECONOMICS,Mathematics,11.2,0.7
INTERNATIONAL JOURNAL OF FORECASTING,INT J FORECASTING,MANAGEMENT,Mathematics,6.8,0.7
Financial Innovation,FINANC INNOV,"SOCIAL SCIENCES, MATHEMATICAL METHODS",Mathematics,6.8,0.7
JOURNAL OF ECONOMIC PERSPECTIVES,J ECON PERSPECT,ECONOMICS,Mathematics,13.1,0.7
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,COMPUT METHOD APPL M,MECHANICS,Physics,6.7,1.0
ENGINEERING GEOLOGY,ENG GEOL,"GEOSCIENCES, MULTIDISCIPLINARY",Geology,7.6,0.8
HYPERTENSION,HYPERTENSION,PERIPHERAL VASCULAR DISEASE,Medicine,8.4,1.0
Operations Management Research,OPER MANAGE RES,MANAGEMENT,Mathematics,7.0,0.7
INFORMATION SYSTEMS FRONTIERS,INFORM SYST FRONT,"COMPUTER SCIENCE, THEORY & METHODS",Computer Science,6.4,0.8
Blockchain-Research and Applications,BLOCKCHAIN-RES APPL,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",Computer Science,6.8,0.8
IEEE Journal of Microwaves,IEEE J MICROW,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,6.9,1.5
International Journal of Coal Science & Technology,INT J COAL SCI TECHN,MINING & MINERAL PROCESSING,Engineering,,1.5
Journal of Sustainable Tourism,J SUSTAIN TOUR,"HOSPITALITY, LEISURE, SPORT & TOURISM",Environmental Science,9.5,0.5
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,B AM METEOROL SOC,METEOROLOGY & ATMOSPHERIC SCIENCES,Environmental Science,7.9,0.5
BIOMEDICINE & PHARMACOTHERAPY,BIOMED PHARMACOTHER,PHARMACOLOGY & PHARMACY,Medicine,6.8,1.0
MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,"MEDICINE, GENERAL & INTERNAL",Medicine,8.0,1.0
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,REV ENDOCR METAB DIS,ENDOCRINOLOGY & METABOLISM,Medicine,8.4,1.0
Cleaner Logistics and Supply Chain,CLEAN LOGIST SUPPL C,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Mathematics,6.9,0.7
npj Vaccines,NPJ VACCINES,"MEDICINE, RESEARCH & EXPERIMENTAL",Medicine,6.7,1.0
Energy Research & Social Science,ENERGY RES SOC SCI,ENVIRONMENTAL STUDIES,Environmental Science,7.2,0.5
ONCOGENE,ONCOGENE,ONCOLOGY,Medicine,7.5,1.0
ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOL SIN,PHARMACOLOGY & PHARMACY,Medicine,7.6,1.0
JOURNAL OF GASTROENTEROLOGY,J GASTROENTEROL,GASTROENTEROLOGY & HEPATOLOGY,Medicine,6.4,1.0
ARCHIVES OF PHARMACAL RESEARCH,ARCH PHARM RES,PHARMACOLOGY & PHARMACY,Medicine,5.7,1.0
Cold Spring Harbor Perspectives in Biology,CSH PERSPECT BIOL,CELL BIOLOGY,Biology,10.9,1.0
CSEE Journal of Power and Energy Systems,CSEE J POWER ENERGY,"ENGINEERING, ELECTRICAL & ELECTRONIC",Engineering,6.9,1.5
Genes & Diseases,GENES DIS,GENETICS & HEREDITY,Biology,7.2,1.0
BLOOD REVIEWS,BLOOD REV,HEMATOLOGY,Medicine,7.7,1.0
MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,SPECTROSCOPY,Chemistry,7.9,1.5
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,PROCESS SAF ENVIRON,"ENGINEERING, ENVIRONMENTAL",Engineering,7.0,1.5
CURRENT OPINION IN CHEMICAL BIOLOGY,CURR OPIN CHEM BIOL,BIOPHYSICS,Biology,7.2,1.0
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,WIRES NANOMED NANOBI,NANOSCIENCE & NANOTECHNOLOGY,Materials Science,8.2,1.5
Alcohol Research-Current Reviews,ALCOHOL RES-CURR REV,SUBSTANCE ABUSE,Medicine,12.5,1.0
REVIEW OF FINANCIAL STUDIES,REV FINANC STUD,ECONOMICS,Mathematics,9.5,0.7
JOURNAL OF INTERACTIVE MARKETING,J INTERACT MARK,BUSINESS,Mathematics,10.0,0.7
Annual Review of Economics,ANNU REV ECON,ECONOMICS,Mathematics,9.4,0.7
JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,"CHEMISTRY, MEDICINAL",Chemistry,7.1,1.5
BRIEFINGS IN BIOINFORMATICS,BRIEF BIOINFORM,MATHEMATICAL & COMPUTATIONAL BIOLOGY,Mathematics,7.9,0.7
IEEE NETWORK,IEEE NETWORK,TELECOMMUNICATIONS,Engineering,8.5,1.5
METABOLIC ENGINEERING,METAB ENG,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,Biology,7.6,1.0
FOOD POLICY,FOOD POLICY,NUTRITION & DIETETICS,Medicine,6.6,1.0
BRITISH JOURNAL OF PHARMACOLOGY,BRIT J PHARMACOL,PHARMACOLOGY & PHARMACY,Medicine,7.4,1.0
Journal of Ginseng Research,J GINSENG RES,INTEGRATIVE & COMPLEMENTARY MEDICINE,Medicine,5.9,1.0
JOURNAL OF MEDICAL VIROLOGY,J MED VIROL,VIROLOGY,Biology,6.6,1.0
Annals of the American Thoracic Society,ANN AM THORAC SOC,RESPIRATORY SYSTEM,Medicine,6.8,1.0
Plant Stress,PLANT STRESS,PLANT SCIENCES,Biology,6.8,1.0
npj Precision Oncology,NPJ PRECIS ONCOL,ONCOLOGY,Medicine,7.7,1.0
Journal of Purchasing and Supply Management,J PURCH SUPPLY MANAG,MANAGEMENT,Mathematics,7.2,0.7
Diabetes & Metabolism Journal,DIABETES METAB J,ENDOCRINOLOGY & METABOLISM,Medicine,5.8,1.0
Journal of Xenobiotics,J XENOBIOTICS,TOXICOLOGY,Medicine,6.2,1.0
Science China-Materials,SCI CHINA MATER,"MATERIALS SCIENCE, MULTIDISCIPLINARY",Materials Science,6.6,1.5
International Journal of Bioprinting,INT J BIOPRINTING,"MATERIALS SCIENCE, BIOMATERIALS",Materials Science,6.9,1.5
Child and Adolescent Mental Health,CHILD ADOL MENT H-UK,"PSYCHOLOGY, CLINICAL",Medicine,5.2,1.0
Advanced Intelligent Systems,ADV INTELL SYST-GER,ROBOTICS,Engineering,7.7,1.5
Wiley Interdisciplinary Reviews-Water,WIRES WATER,WATER RESOURCES,Environmental Science,8.9,0.5
Geochemical Perspectives,GEOCHEM PERSPECT,GEOCHEMISTRY & GEOPHYSICS,Geology,3.1,0.8
Journal of the American Nutrition Association,J AM NUTR ASSOC,NUTRITION & DIETETICS,Medicine,8.7,1.0
BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,BRIT J EDUC TECHNOL,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,7.2,0.7
Smart Learning Environments,SMART LEARN ENVIRON,EDUCATION & EDUCATIONAL RESEARCH,Mathematics,,0.7
IEEE Transactions on Network Science and Engineering,IEEE T NETW SCI ENG,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",Mathematics,6.0,0.7
PHYTOMEDICINE,PHYTOMEDICINE,PLANT SCIENCES,Biology,6.2,1.0
IEEE Journal of Biomedical and Health Informatics,IEEE J BIOMED HEALTH,MEDICAL INFORMATICS,Computer Science,7.1,0.8
npj Parkinsons Disease,NPJ PARKINSONS DIS,NEUROSCIENCES,Biology,7.3,1.0
European Heart Journal-Cardiovascular Imaging,EUR HEART J-CARD IMG,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",Medicine,6.6,1.0
ANALYTICAL CHEMISTRY,ANAL CHEM,"CHEMISTRY, ANALYTICAL",Chemistry,6.5,1.5
Current Opinion in Environmental Science & Health,CURR OPIN ENV SCI HL,ENVIRONMENTAL SCIENCES,Environmental Science,8.1,0.5
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,OMEGA-INT J MANAGE S,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,Mathematics,7.0,0.7
GASTROINTESTINAL ENDOSCOPY,GASTROINTEST ENDOSC,GASTROENTEROLOGY & HEPATOLOGY,Medicine,7.1,1.0
Journal of Tissue Engineering,J TISSUE ENG,CELL & TISSUE ENGINEERING,Biology,6.7,1.0
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,TUNN UNDERGR SP TECH,"ENGINEERING, CIVIL",Engineering,7.4,1.5
JOURNAL OF CARDIAC FAILURE,J CARD FAIL,CARDIAC & CARDIOVASCULAR SYSTEMS,Medicine,5.8,1.0
