,No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number,Unnamed: 11,first publication date,second publication date,first publication number,second publication number,first publication country,second publication country,first filing year,earliest priority year,applicant country,Applicant Type,Primary_CPC,Country,Publication Year,Patent Age,Assigned Cost,patent cost,Patent Value,Market Rate,Mean Value
30,31,"ELECTRIC VEHICLE CHARGING SYSTEM USING MOBILE, FAST AND CLEAN ENERGY",CELIK AHMET OZAN [TR],['ESKISEHIR TEKNIK UNIV [TR]'],WO2023146504A1,1970,"B60L53/51 
B60L53/66 
B60L7/10 
H02J7/35","['B60L53/51 (EP) ', 'B60L53/53 (EP) ', 'B60L53/665 (EP) ', 'B60L7/10 (EP) ', 'H02J7/342 (EP) ', 'H02J7/35 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP)']",2023-08-03,2022-08-04,82653775,,2023-08-03,,WO2023146504A1,,WO,,2023,2021,TR,University/Research Institution,B60L53/51 (EP),WO,2023.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
31,32,BATTERY CHARGING DEVICE IN ELECTRIC VEHICLE,KIYOMIYA SHIGERU,['KOMATSU FORKLIFT'],JP2005100746A,1970,"B60L11/18 
B60L3/00 
H01M10/44 
B60L11/18 
B60L3/00 
H01M10/44","['Y02E60/10 (EP) ', 'Y02T10/70 (EP)']",2005-04-14,2005-04-14,34460162,,2005-04-14,,JP2005100746A,,JP,,2005,2003,,Individual Inventor,Y02E60/10 (EP),JP,2005.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
32,33,Energy independent type hydrogen energy power generation system for supplying power to electric vehicle charging pile,"KWON SOON-PYO 
KIM JONG-HWA",['KWATERCRAFT CO LTD'],CN115706254A,1970,"B60L53/31 
B60L53/51 
B60L53/54 
C02F1/461 
C02F9/00 
C25B1/04 
H01M8/22 
C02F103/08",,2023-02-17,2023-02-17,85178622,,2023-02-17,,CN115706254A,,CN,,2023,2021,,Company - Limited,,CN,2023.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
33,34,Water-hydrogen plug-in hybrid electric vehicle,"XIANG HUA 
LI WENXIA",['GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD'],CN108258270A,1970,"B60K6/32 
H01M8/0612","['B60K6/32 (CN) ', 'H01M8/0618 (CN) ', 'H01M2250/20 (CN) ', 'Y02E60/50 (EP) ', 'Y02T90/40 (EP)']",2018-07-06,2018-07-06,62719797,,2018-07-06,,CN108258270A,,CN,,2018,2016,,Company - Limited,B60K6/32 (CN),CN,2018.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
34,35,Control method and system for charging other electric vehicles through hydrogen fuel cell electric vehicle,"XIANG HUA 
YANG WEITAO",['GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD'],CN110014885A,1970,"B60L53/00 
B60S5/06","['B60L58/30 (CN) ', 'B60S5/06 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/14 (EP) ', 'Y02T90/16 (EP)']",2019-07-16,2019-07-16,67186521,,2019-07-16,,CN110014885A,,CN,,2019,2017,,Company - Limited,B60L58/30 (CN),CN,2019.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
35,36,Charging hydrogenation load simulation method and device for electric vehicle and hydrogen fuel cell vehicle,"TIAN XUEQIN 
YANG HENG 
YUAN TIEJIANG 
YANG FUYUAN 
WANG XINLEI 
JI LI","['UNIV DALIAN TECH ', 'STATE GRID ECONOMIC AND TECH RESEARCH INSTITUTE CO LTD ', 'ELECTRIC POWER RES INST STATE GRID LIAONING ELECTRIC POWER CO LTD ', 'STATE GRID CORP CHINA']",CN115759606A,1970,"G06Q10/04 
G06Q10/0631 
G06Q50/06",,2023-03-07,2023-03-07,85369534,,2023-03-07,,CN115759606A,,CN,,2023,2022,,Company - Limited,,CN,2023.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
36,37,FUEL CELL SYSTEM FOR CHARGING ELECTRIC VEHICLE BATTERIES,LEE WOONG MOO [KR],['PAHPS [KR]'],KR20160042488A,1970,"B60K1/04 
B60L11/18 
H01M8/04 
H01M8/06","['B60L50/50 (KR) ', 'B60L58/30 (KR) ', 'H01M8/04089 (KR) ', 'H01M8/04201 (KR) ', 'H01M8/04947 (KR) ', 'H01M8/0618 (KR) ', 'H01M8/0662 (KR) ', 'H01M8/0687 (KR) ', 'H01M2250/20 (KR) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2016-04-20,2016-04-20,55917282,,2016-04-20,,KR20160042488A,,KR,,2016,2014,KR,Individual Inventor,B60L50/50 (KR),KR,2016.0,55,25000.0,25000.0,25000.0,15654.929577464789,15654.929577464789
37,38,Charging and water replenishing station for electric vehicle,"SUN YIFEI 
CAI JIABIN",['XIAMEN GULUOPU TECH CO LTD'],CN217969303U,1970,"B60L53/31 
B60L53/53 
B60L53/54 
H02J7/00",,2022-12-06,2022-12-06,84282245,,2022-12-06,,CN217969303U,,CN,,2022,2022,,Company - Limited,,CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
38,39,Mobile charging system for electric vehicle,XIANG HUA,['SHANGHAI HYDROGEN MOBILE REFORMER INSTR CO LTD'],CN106026340A,1970,"H02J7/00 
H02J7/35 
H02S10/10 
H02S10/12","['H02J7/0063 (CN) ', 'H02J7/35 (CN) ', 'H02S10/10 (CN) ', 'H02S10/12 (CN) ', 'H02J2207/40 (CN) ', 'Y02E10/50 (EP)']",2016-10-12,2016-10-12,57088718,,2016-10-12,,CN106026340A,,CN,,2016,2016,,Company - Limited,H02J7/0063 (CN),CN,2016.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
39,40,ELECTRIC VEHICLE CHARGING SYSTEM HAVING MOBILE CHARGER USING HYDROGEN FUEL CELL,"YOO JAE SIK [KR] 
CHOI SEONG HOON [KR]",['INFINITE KOREA INC [KR]'],WO2023195813A1,1970,"B60L53/16 
B60L53/24 
B60L53/35 
B60L53/54","['B60L53/16 (EP,KR) ', 'B60L53/24 (EP,KR) ', 'B60L53/35 (EP,KR) ', 'B60L53/54 (EP,KR) ', 'B60Y2200/91 (KR) ', 'Y02E60/50 (KR) ', 'Y02T90/12 (KR) ', 'Y02T90/14 (KR) ', 'Y02T90/40 (KR)']",2023-10-12,2023-10-12,88243281,,2023-10-12,,WO2023195813A1,,WO,,2023,2022,KR,Company - Incorporated/Corporation,"B60L53/16 (EP,KR)",WO,2023.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
40,41,Mobile electric vehicle charging system,"ZHANG RUIFENG 
WANG HAIFAN 
WU JIN 
ZHANG RUIJIE",['DONGGUAN QINGXIN NEW ENERGY CO LTD'],CN106696746A,1970,"B60L11/18 
H02J7/00","['B60L53/00 (CN) ', 'B60L53/51 (CN) ', 'B60L53/53 (CN) ', 'B60L53/54 (CN) ', 'H02J7/0027 (CN) ', 'H02J7/0068 (CN) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T10/72 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/14 (EP)']",2017-05-24,2017-05-24,58909017,,2017-05-24,,CN106696746A,,CN,,2017,2017,,Company - Limited,B60L53/00 (CN),CN,2017.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
41,42,Mobile charging vehicle based on hydrogen fuel battery pack charging,"ZHANG XIA 
SADAMASA TATSUTAKA 
ZHANG DUO",['INNER MONGOLIA YUANSU MENGTAI INTELLIGENT HYDROGEN ELECTRIC COMMERCIAL VEHICLE CO LTD'],CN221914114U,1970,"B60L53/54 
B60P3/00",,2024-10-29,2024-10-29,93195451,,2024-10-29,,CN221914114U,,CN,,2024,2023,,Company - Limited,,CN,2024.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
42,43,Vehicle electric battery charging system,JULIAN MENASHE [BS],['JULIAN MENASHE [BS]'],GB2631101A,1970,"B60L53/66 
B60L53/68","['B60L50/10 (EP) ', 'B60L50/50 (EP) ', 'B60L50/75 (EP) ', 'B60L53/65 (EP) ', 'B60L53/66 (GB) ', 'B60L53/665 (EP) ', 'B60L53/67 (EP) ', 'B60L53/68 (EP,GB) ', 'B60L7/10 (EP) ', 'B60L2240/12 (EP) ', 'B60L2240/622 (EP) ', 'B60L2240/70 (GB) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/10 (GB) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP,GB)']",2024-12-25,2024-12-25,91738186,,2024-12-25,,GB2631101A,,GB,,2024,2023,BS,Individual Inventor,B60L50/10 (EP),GB,2024.0,55,5500.0,5500.0,5500.0,15654.929577464789,15654.929577464789
43,44,Apparatus for controlling charging of a storage battery for use on an electric vehicle,HOTTA YOSHIHIKO [JP],['HONDA MOTOR CO LTD [JP]'],US5686812A,1970,"H01M10/46 
B60L1/00 
B60L11/18 
H02J7/00 
H02J7/34","['B60L1/003 (EP,US) ', 'B60L1/02 (EP,US) ', 'B60L3/0046 (US) ', 'B60L53/14 (EP,US) ', 'B60L53/22 (EP,US) ', 'B60L58/14 (EP,US) ', 'B60L58/15 (EP,US) ', 'B60L58/26 (EP,US) ', 'B60L58/27 (EP,US) ', 'H02J7/0031 (EP,US) ', 'H02J7/0068 (EP,US) ', 'B60L2210/10 (EP,US) ', 'B60L2210/30 (EP,US) ', 'B60L2210/40 (EP,US) ', 'B60L2240/545 (EP,US) ', 'B60L2240/547 (EP,US) ', 'B60L2240/549 (EP,US) ', 'B60L2250/16 (EP,US) ', 'B60L2260/22 (EP,US) ', 'B60L2260/54 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y02T10/72 (EP,US) ', 'Y02T90/12 (US) ', 'Y02T90/14 (EP,US) ', 'Y10S320/10 (EP,US) ', 'Y10S320/11 (EP,US)']",1997-11-11,1996-08-20,11966471,,1997-11-11,,US5686812A,,US,,1997,1995,JP,Company - Limited,"B60L1/003 (EP,US)",US,1997.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
44,45,"COMBINED HYDROGEN FUEL CELL FOR VEHICLE FUELING, ELECTRIC VEHICLE FAST CHARGING AND FUEL CELL BACK-UP POWER FORECOURT","VOLK JAMES JOSEPH [US] 
WENCK JAMES M [US] 
TAYLOR FRED [CA]",['GHD INC [US]'],US2022227247A1,1970,"B60L50/70 
B60L53/10 
B60L53/54 
H01M8/04082","['B60L50/70 (US) ', 'B60L53/11 (EP) ', 'B60L53/51 (EP) ', 'B60L53/52 (EP) ', 'B60L53/54 (EP,US) ', 'H01M8/04201 (EP,US) ', 'H01M8/0656 (EP) ', 'C25B1/04 (EP,US) ', 'C25B15/00 (EP) ', 'H01M2250/20 (EP,US) ', 'H01M2250/402 (EP,US) ', 'Y02E60/36 (EP) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/40 (EP)']",2022-07-21,2022-07-21,82406830,,2022-07-21,,US2022227247A1,,US,,2022,2021,US,Company - Incorporated/Corporation,B60L50/70 (US),US,2022.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
45,46,Charge-status display system for an electric vehicle,SUYAMA KOUICHI [JP],['HONDA MOTOR CO LTD [JP]'],US5596261A,1970,"G01N27/416 
G08B21/00 
H02J7/00 
B60L11/18 
G01R31/36 
H02J7/00 
H02J7/02 
H04Q9/00 
G01R31/00","['B60L3/0069 (EP,US) ', 'B60L3/04 (EP,US) ', 'B60L50/51 (EP,US) ', 'B60L53/14 (EP,US) ', 'B60L53/68 (EP,US) ', 'B60L58/12 (EP,US) ', 'G01R31/3648 (EP,US) ', 'G01R31/3842 (EP,US) ', 'H02J7/0048 (EP,US) ', 'B60L2210/12 (EP,US) ', 'B60L2250/16 (EP,US) ', 'G01R31/006 (EP,US) ', 'G01R31/371 (EP,US) ', 'G01R31/374 (EP,US) ', 'H02J7/0047 (EP,US) ', 'H02J7/0049 (EP,US) ', 'Y02T10/70 (EP,US) ', 'Y02T10/7072 (EP,US) ', 'Y02T10/72 (EP,US) ', 'Y02T90/12 (EP,US) ', 'Y02T90/14 (EP,US) ', 'Y02T90/16 (EP,US) ', 'Y02T90/167 (EP,US) ', 'Y04S30/12 (EP,US) ', 'Y10S320/13 (EP,US) ', 'Y10S320/19 (EP,US)']",1997-01-21,1993-08-20,11859059,,1997-01-21,,US5596261A,,US,,1997,1992,JP,Company - Limited,"B60L3/0069 (EP,US)",US,1997.0,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
46,48,"HYDROGEN FUEL ELECTRIC VEHICLE, AND MANAGEMENT METHOD AND SYSTEM FOR HYDROGEN FUEL ELECTRIC VEHICLE","SUN XIANG [CN] 
CEN JIAN [CN] 
QIAN CHENG [CN]",['YOUON TECH CO LTD [CN]'],WO2022199658A1,1970,"B60L58/30 
H01M8/04313","['B60L58/30 (CN) ', 'H01M8/04156 (CN) ', 'H01M8/04302 (CN) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2022-09-29,2021-07-06,76610376,,2022-09-29,,WO2022199658A1,,WO,,2022,2021,CN,Company - Limited,B60L58/30 (CN),WO,2022.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
47,49,ELECTRIC VEHICLE,"SAKAMOTO KENJI 
KUSHIBE TETSUAKI",['TOYODA AUTOMATIC LOOM WORKS'],JPH02168802A,1970,"B60L11/18 
H01M8/00 
B60L11/18 
H01M8/00 
H01M8/04 
H01M16/00","['B60L1/003 (EP) ', 'B60L58/12 (EP,US) ', 'B60L58/40 (EP) ', 'H01M16/006 (EP) ', 'H01M8/04373 (EP,US) ', 'H01M8/04567 (EP) ', 'H01M8/04597 (EP) ', 'H01M8/04753 (EP) ', 'H01M8/0494 (EP) ', 'H01M8/04955 (EP) ', 'B60L2210/10 (EP) ', 'B60L2240/545 (EP) ', 'B60L2240/547 (EP) ', 'B60L2240/549 (EP) ', 'Y02E60/10 (EP) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/72 (EP)']",1990-06-28,1990-06-28,18177153,,1990-06-28,,JPH02168802A,,JP,,1990,1988,,Automotive Manufacturer,B60L1/003 (EP),JP,1990.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
48,50,Battery condition monitoring system and method for electric vehicle,FAN QINGKE,['ZHEJIANG AGRICULTURAL BUSINESS COLLEGE'],CN106985688A,1970,"B60L11/00 
B60L11/18 
B60L3/00 
B60R16/023 
C25B1/04 
C25B9/00","['B60L3/0046 (CN) ', 'B60L50/40 (CN) ', 'B60L53/60 (CN) ', 'B60L58/10 (CN) ', 'B60L58/16 (CN) ', 'B60R16/0232 (CN) ', 'C25B1/04 (CN) ', 'C25B9/00 (CN) ', 'Y02E60/36 (EP) ', 'Y02P20/133 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP)']",2017-07-28,2017-07-28,59411691,,2017-07-28,,CN106985688A,,CN,,2017,2017,,Company - General,B60L3/0046 (CN),CN,2017.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
49,51,NICKEL-HYDROGEN BATTERY FOR ELECTRIC VEHICLE,"KISHIMOTO NORIYOSHI 
HINO YUZO 
ITO TAKASHI 
OSHITANI MASAHIKO 
SATO NOBORU 
YAGI KAZUHIKO","['YUASA BATTERY CO LTD ', 'HONDA MOTOR CO LTD']",JP2000173645A,1970,"B60L11/18 
H01M10/30 
B60L11/18 
H01M10/30","['Y02E60/10 (EP) ', 'Y02T10/70 (EP)']",2000-06-23,2000-06-23,18386090,,2000-06-23,,JP2000173645A,,JP,,2000,1998,,Company - Limited,Y02E60/10 (EP),JP,2000.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
50,52,Automatic charging device of motor battery module,WENLE CHEN,['WENLE CHEN'],CN202261108U,1970,H02N11/00,,2012-05-30,2012-05-30,46122289,,2012-05-30,,CN202261108U,,CN,,2012,2011,,Individual Inventor,,CN,2012.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
51,53,Rapid Energy Recharge System for a Battery Electric Vehicle,RAGHAVAN MADHUSUDAN [US],"['RAGHAVAN MADHUSUDAN [US] ', 'GM GLOBAL TECH OPERATIONS INC [US]']","US2012306442A1 
US8854000B2",1970,"H02J7/00 
B60K6/20 
H02J15/00","['H02J7/00 (EP,US) ', 'H02J15/003 (EP,US) ', 'H02J15/006 (EP,US) ', 'H02J2310/48 (EP)']","2012-12-06 
2014-10-07",2012-12-06,47261164,,2012-12-06,2014-10-07,US2012306442A1,US8854000B2,US,US,2012,2011,US,Company - Incorporated/Corporation,"H02J7/00 (EP,US)",US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
52,54,Scheduling method and system for electricity-hydrogen integrated charging station of new energy automobile,"YANG JIE 
YUE ZHIYUAN 
MA KAI 
LIU WEI 
GUO SHILIANG 
YUAN YAZHOU",['UNIV YANSHAN'],CN114784832A,1970,"H02J15/00 
H02J3/00 
H02J3/06 
H02J3/32 
H02J3/38","['H02J15/008 (CN) ', 'H02J3/008 (CN) ', 'H02J3/06 (CN) ', 'H02J3/322 (CN) ', 'H02J3/38 (CN) ', 'H02J2300/30 (CN)']",2022-07-22,2022-07-22,82433419,,2022-07-22,,CN114784832A,,CN,,2022,2022,,University/Research Institution,H02J15/008 (CN),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
53,55,Battery management system of electric vehicle and battery management method of electric vehicle,"LI ZHI 
LIU BO 
LUO GUOZHOU",['HEADSUN TECH CO LTD'],"CN108515846A 
CN108515846B",1970,"B60L3/00 
B60L3/04 
B60L58/10","['B60L3/0046 (CN) ', 'B60L3/04 (CN) ', 'B60L58/10 (CN) ', 'B60L58/18 (CN) ', 'B60L58/21 (CN) ', 'B60L2240/545 (CN) ', 'B60L2240/547 (CN) ', 'B60L2240/549 (CN) ', 'Y02T10/70 (EP)']","2018-09-11 
2023-09-29",2018-09-11,63431728,,2018-09-11,2023-09-29,CN108515846A,CN108515846B,CN,CN,2018,2018,,Company - Limited,B60L3/0046 (CN),CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
54,56,Fuel pressure-based power supply method and system of hydrogen fuel cell stack and hydrogen fuel electric vehicle,"LU MINMIN 
QIAN CHENG 
CEN JIAN 
ZE WEIJIE 
MA QIAN",['YOUON TECH CO LTD'],CN113085662A,1970,"B60L58/30 
H01M10/44 
H01M8/0438","['B60L58/30 (CN) ', 'H01M10/44 (CN) ', 'H01M8/04388 (CN) ', 'H01M2250/20 (CN) ', 'Y02E60/10 (EP) ', 'Y02E60/50 (EP) ', 'Y02T90/40 (EP)']",2021-07-09,2021-07-09,76670437,,2021-07-09,,CN113085662A,,CN,,2021,2021,,Company - Limited,B60L58/30 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
55,57,Pure electric vehicle traction type motor home power supply equipment,WANG FUYI,['SANCHUANG LIANMENG CANGZHOU LINGANG TECH CO LTD'],CN114889713A,1970,"B60L53/14 
B60L53/16 
B60P3/32 
B60R16/03 
B62D53/00","['B60L53/14 (CN) ', 'B60L53/16 (CN) ', 'B60P3/32 (CN) ', 'B60R16/03 (CN) ', 'B60R16/0307 (CN) ', 'B60R16/0315 (CN) ', 'B62D53/00 (CN) ', 'Y02T10/72 (EP)']",2022-08-12,2022-08-12,82730200,,2022-08-12,,CN114889713A,,CN,,2022,2022,,Company - Limited,B60L53/14 (CN),CN,2022.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
56,58,Hydrogen fuel cell journey-increasing electric vehicle and display device thereof,CHENG YAN,['BEIQI FOTON MOTOR CO LTD'],"CN104842791A 
CN104842791B",1970,B60K35/00,,"2015-08-19 
2017-11-03",2015-08-19,53842919,,2015-08-19,2017-11-03,CN104842791A,CN104842791B,CN,CN,2015,2014,,Company - Limited,,CN,,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
57,59,Hydrogen fuel battery electric vehicle system,"ZHOU GENGXIN 
ZHOU LINGYAN 
ZHANG XIUYING",['ZHOU GENGXIN'],CN108162735A,1970,"B60K1/00 
B60K1/02 
B60K15/03 
B60L7/10 
B60R16/03 
H02J7/14 
H02K7/18","['B60K1/00 (CN) ', 'B60K1/02 (CN) ', 'B60K15/03 (CN) ', 'B60L7/10 (CN) ', 'B60R16/0307 (CN) ', 'H02J7/1415 (CN) ', 'H02K7/18 (CN) ', 'B60K2001/005 (CN) ', 'Y02T10/64 (EP) ', 'Y02T10/70 (EP) ', 'Y02T10/92 (EP) ', 'Y02T90/167 (EP) ', 'Y04S30/12 (EP)']",2018-06-15,2018-06-15,62513217,,2018-06-15,,CN108162735A,,CN,,2018,2018,,Individual Inventor,B60K1/00 (CN),CN,2018.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
58,60,TEMPERATURE CONTROL SYSTEM AND METHOD FOR POWER BATTERY PACK OF ELECTRIC VEHICLE,XIANG HUA [CN],['GUANGDONG HYDROGEN ENERGY SCIENCE & TECH CO LTD [CN]'],WO2017148043A1,1970,"H01M10/615 
H01M10/625 
H01M10/6561","['H01M10/615 (EP) ', 'H01M10/625 (EP) ', 'H01M10/6561 (EP) ', 'Y02E60/10 (EP)']",2017-09-08,2016-06-08,56492988,,2017-09-08,,WO2017148043A1,,WO,,2017,2016,CN,Company - Limited,H01M10/615 (EP),WO,2017.0,55,9000.0,9000.0,9000.0,15654.929577464789,15654.929577464789
59,61,CHARGING/DISCHARGING CONTROL DEVICE FOR NICKEL HYDROGEN BATTERY,"KINOSHITA NAOKI 
ARAKI KAZUHIRO 
ISHIKURA YOSHIJI 
OKAMOTO KAZUHISA",['HONDA MOTOR CO LTD'],JP2003217677A,1970,"G01R31/36 
H01M10/44 
H01M10/48 
H01M10/50 
H02J7/00 
G01R31/36 
H01M10/44 
H01M10/48 
H01M10/60 
H01M10/613 
H01M10/625 
H01M10/633 
H01M10/635 
H01M10/6556 
H01M10/6567 
H01M10/66 
H02J7/00",['Y02E60/10 (EP)'],2003-07-31,2003-07-31,27646759,,2003-07-31,,JP2003217677A,,JP,,2003,2002,,Company - Limited,Y02E60/10 (EP),JP,2003.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
60,62,"Control system and method for hydrogen fuel cell in vehicle, and electric vehicle","LUO SHEN 
LIN SHAOWEN 
SU LI 
LIN HONGDONG 
LI FEI 
WANG JIANMING 
CHEN GUANGHOU","['GUANGDONG POWER GRID CO ', 'ZHONGSHAN POWER SUPPLY BUREAU GUANGDONG POWER GRID CO']",CN113525181A,1970,"B60L58/12 
B60L58/30 
B60L58/40 
H01M8/04537 
H01M8/04858 
H01M8/04992","['B60L58/12 (CN) ', 'B60L58/30 (CN) ', 'B60L58/40 (CN) ', 'H01M8/04619 (CN) ', 'H01M8/0494 (CN) ', 'H01M8/04992 (CN) ', 'Y02E60/50 (EP) ', 'Y02T10/70 (EP) ', 'Y02T90/40 (EP)']",2021-10-22,2021-10-22,78098645,,2021-10-22,,CN113525181A,,CN,,2021,2021,,Company - General,B60L58/12 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
61,63,BATTERY CHARGING/DISCHARGING CONTROLLER AND CONTROL METHOD,"YOSHIDA KAZUHIKO 
MAKINO TASUKE 
NAKAMURA SATOSHI 
TOSHIMA KAZUO 
IWASE MASAYOSHI","['NIPPON SOKEN ', 'TOYOTA MOTOR CORP']",JP2000253589A,1970,"B60L11/18 
G01N27/26 
G01N27/41 
H01M10/44 
H01M10/48 
H02J7/00 
B60L11/18 
G01N27/26 
G01N27/41 
H01M10/44 
H01M10/48 
H02J7/00","['Y02E60/10 (EP) ', 'Y02T10/70 (EP)']",2000-09-14,2000-09-14,13004003,,2000-09-14,,JP2000253589A,,JP,,2000,1999,,Company - General,Y02E60/10 (EP),JP,2000.0,55,23000.0,23000.0,23000.0,15654.929577464789,15654.929577464789
62,64,COMMUNICATION SYSTEMS AND METHODS FOR HYDROGEN FUELING AND ELECTRIC CHARGING,"BOISEN JESPER NISSEN [DK] 
GAMBONE LIVIO RICHARD [US] 
GRABOVSKIJ GRIGORIJ J [DE] 
SCHNEIDER JESSE MICHAEL [US] 
SVENDSEN JACOB APPELT VIBE [DK] 
VIG BJARNE [DK]","['NIKOLA CORP [US] ', 'NEL HYDROGEN AS [DK]']","US10960783B2 
US2020346554A1",1970,"B60L50/71 
B60L53/66 
B60S5/02 
B67D7/32 
H04B5/00 
H04W4/40 
H04W76/10","['B60L3/0053 (EP) ', 'B60L50/71 (KR,US) ', 'B60L53/66 (KR,US) ', 'B60L58/30 (EP,KR) ', 'B60S5/02 (KR,US) ', 'B67D7/04 (US) ', 'B67D7/3218 (KR,US) ', 'B67D7/3281 (KR,US) ', 'F17C5/06 (KR) ', 'H04B5/20 (EP,KR) ', 'H04B5/70 (EP,KR) ', 'H04B5/72 (US) ', 'H04B5/77 (KR) ', 'H04W4/40 (EP,KR,US) ', 'H04W4/80 (EP,KR,US) ', 'H04W76/10 (US) ', 'B60L2240/36 (KR,US) ', 'F17C2205/05 (EP,KR) ', 'F17C2205/058 (EP,KR) ', 'F17C2221/012 (EP,KR) ', 'F17C2223/0123 (EP,KR) ', 'F17C2223/036 (EP,KR) ', 'F17C2250/034 (EP,KR) ', 'F17C2265/065 (EP,KR) ', 'F17C2270/0139 (EP,KR) ', 'H04W4/44 (EP) ', 'H04W4/46 (EP) ', 'Y02E60/32 (EP,KR) ', 'Y02T10/70 (EP) ', 'Y02T10/7072 (EP) ', 'Y02T90/12 (EP) ', 'Y02T90/16 (EP) ', 'Y02T90/167 (KR) ', 'Y02T90/40 (EP,KR)']","2020-11-05 
2021-03-30",2020-08-27,72144408,,2020-11-05,2021-03-30,US10960783B2,US2020346554A1,US,US,2020,2019,US,Company - General,B60L3/0053 (EP),US,,55,16000.0,16000.0,16000.0,15654.929577464789,15654.929577464789
63,65,Traction type recreational vehicle power supply equipment of hybrid electric vehicle,ZHOU HAI,['SANCHUANG LIANMENG CANGZHOU LINGANG TECH CO TLD'],CN112622792A,1970,"B60P3/36 
B60R16/033 
H02J7/35","['B60P3/36 (CN) ', 'B60R16/033 (CN) ', 'H02J7/35 (CN) ', 'Y02B10/10 (EP)']",2021-04-09,2021-04-09,75295465,,2021-04-09,,CN112622792A,,CN,,2021,2021,,Company - General,B60P3/36 (CN),CN,2021.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
64,66,Electric vehicle charging pile based on solar power generation,"LI MEICHUAN 
FENG LANSHENG",['XI AN BOYU GREEN ENERGY CO LTD'],CN204304494U,1970,H02J7/00,,2015-04-29,2015-04-29,53110006,,2015-04-29,,CN204304494U,,CN,,2015,2014,,Company - Limited,,CN,2015.0,55,14000.0,14000.0,14000.0,15654.929577464789,15654.929577464789
